release_id,cover_url
6369184,https://i.discogs.com/svkzdJgMezze5W8qXhZ7CMuwXOrnlIMrQ7ys8jx3cVw/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzNjkx/ODQtMTQxNzU0MjE3/My03NjAzLmpwZWc.jpeg
29521441,https://i.discogs.com/zb49vxlwx0hdsyLGg9fTtGyw8grlFOpLycf3ez_SbbA/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NTIx/NDQxLTE3MDU1NDY3/ODEtNDExOS5qcGVn.jpeg
1044217,https://i.discogs.com/i0fWJqo6WpFweiCe3_hSFp1kt7S6DKBHaQchapPdNn4/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDQy/MTctMTMyODM5MTg2/MC5qcGVn.jpeg
462960,https://i.discogs.com/XxMuS9Mwxp9Y0MbyQB4Xkr3NRx2nDp_J7RXFGY7aAZI/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2Mjk2/MC0xNzAyNDA0ODA2/LTY1MTguanBlZw.jpeg
11447524,https://i.discogs.com/EwOFxctUiAyxK2ea0EOIQU2H7TEmJp-3BGVvbkojMsQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNDQ3/NTI0LTE1MTY0OTc0/NTctMTQ5OC5qcGVn.jpeg
443300,https://i.discogs.com/c4FxQmtqkUJAFcCmIYZRDKfwH1pt6Q0SXi7EXUOOAvs/rs:fit/g:sm/q:90/h:584/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0MzMw/MC0xMzM3MzQ3NzQ5/LTU2MzguanBlZw.jpeg
4126544,https://i.discogs.com/ZE-AUxe_XNTynY0T9pKywg9Keqnk0xsLBJyAXUrRfKo/rs:fit/g:sm/q:90/h:523/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQxMjY1/NDQtMTM1NjE4NDIw/OS00MDk0LmpwZWc.jpeg
10654011,https://i.discogs.com/BckzuiAI1O4T-6RieMX6LT-0up0qbKKFEztlOVsizH4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjU0/MDExLTE1MjQ5MTkz/NzctMTk4Ni5qcGVn.jpeg
21470788,https://i.discogs.com/XJw36l9mDV1bwjKiXH6bTdj3-fDRDaSigdHNPLHPs2o/rs:fit/g:sm/q:90/h:600/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNDcw/Nzg4LTE2NDAzNjg2/ODUtNjUxMC5qcGVn.jpeg
5539888,https://i.discogs.com/zhLmqRW0nF_HD9euHPOU1YLu7Otv4caEmKK76dGvdf8/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1Mzk4/ODgtMTU2MDE0MjA0/MS00NTY2LnBuZw.jpeg
2172353,https://i.discogs.com/qEeSTlnft1sSXgPwW6kJ9y4hiSYTCpQ7Rz9JfHjMVNY/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNzIz/NTMtMTQzMjQ4NDU3/OS01NDg5LmpwZWc.jpeg
